area_type,availability,location,size,society,total_sqft,bath,balcony,price
3,80,563,18,2688,1340,4,3,365
3,80,1054,16,1423,770,3,3,80
0,80,1261,13,69,303,2,2,54
3,80,522,16,1234,364,2,1,110
2,80,1039,17,2688,1390,3,1,331
3,80,638,16,287,182,2,1,57.5
0,80,637,16,446,743,3,3,70
1,80,831,18,2466,1666,3,0,225
3,34,635,16,117,952,4,3,125
3,80,670,13,2688,83,2,2,55
3,80,304,13,993,1909,1,1,18.5
2,80,194,19,2688,1860,4,0,140
0,16,535,17,2688,1208,3,1,177
2,80,43,22,2688,239,4,2,240
2,80,713,19,2688,480,2,0,280
3,80,72,16,625,767,3,3,130
3,80,1020,16,2688,1507,4,2,500
3,31,1039,16,1649,789,3,2,93.5
2,80,274,19,2688,1128,2,0,150
3,80,1148,16,307,681,3,1,105
3,5,522,16,2688,557,3,,100
2,80,243,17,2688,109,3,1,95
3,49,713,16,1615,935,4,2,245
3,80,513,16,1698,1582,3,2,390
3,80,194,16,2688,770,3,2,115
3,80,358,13,2428,1744,2,1,22.34
3,80,208,13,2688,404,2,2,73
0,63,613,16,2688,119,3,2,53
2,80,98,1,2688,1019,1,0,200
3,80,1252,13,2302,222,2,2,56
3,27,304,13,2361,39,2,2,27.68
3,80,506,16,521,817,3,1,95
3,49,522,16,1444,526,3,1,88.6
3,80,1039,16,399,931,4,1,110
2,80,1039,19,57,1599,5,1,578
0,80,896,16,331,1225,5,2,180
3,61,530,0,1729,1933,1,0,40.55
3,80,301,13,2688,205,2,3,50
3,80,160,13,1577,90,2,2,50
3,80,702,13,1415,74,2,1,34
3,20,1038,13,2688,1979,2,2,32
3,80,904,13,2022,2055,2,1,45.9
0,80,461,18,1285,964,3,,86
0,80,73,24,2688,1019,6,3,300
3,80,1179,13,108,152,2,1,47
2,80,77,24,2688,1784,6,2,75
0,80,319,19,2688,577,4,1,105
0,80,216,16,1241,814,3,3,85
3,80,380,13,2688,147,2,3,36
3,80,277,16,2592,838,2,2,75
3,31,72,16,2688,1019,3,2,77
0,80,713,16,1910,833,3,3,98
2,80,184,22,2688,1909,3,1,95
3,80,1179,16,253,329,2,2,55.25
3,80,559,21,643,1735,5,3,420
3,80,1025,13,1330,215,2,2,72
0,80,1064,13,2411,158,2,1,75
3,28,895,18,939,1328,4,3,197
3,80,139,16,2251,812,3,2,95
0,80,837,13,1602,210,2,2,70.5
3,80,108,16,597,693,2,2,112
0,34,1188,13,1435,398,2,1,62
0,80,1236,22,2688,1340,5,3,130
3,45,236,16,1399,167,3,2,128
3,40,215,13,2688,137,2,1,70
0,80,77,16,1367,358,2,2,58
2,80,612,19,2688,1208,4,,350
0,80,1025,13,2688,239,2,2,60
3,80,1279,16,2688,959,3,2,190
3,80,584,18,1105,1718,4,3,559
2,80,43,22,2688,239,5,,290
3,28,1252,18,794,1375,5,,234
2,80,232,22,2688,119,5,1,165
3,34,914,13,1539,467,2,1,97
2,80,803,14,2688,185,1,0,66
2,80,983,19,2688,239,5,,325
3,80,853,13,2688,134,2,2,44.95
0,80,5,13,2018,143,2,1,47
3,80,181,13,26,75,2,1,33.84
3,80,786,0,2688,1803,1,1,86.8
3,80,72,16,2688,358,2,2,52
0,80,1261,13,2049,329,2,2,57
3,26,924,13,2688,2086,2,2,50
2,80,83,19,2688,239,4,1,110
2,80,704,19,2688,380,4,3,249
3,80,559,18,643,1533,5,1,297
3,34,676,16,2688,718,3,2,131
3,80,706,21,2688,1784,6,3,72
2,80,996,19,2688,1784,4,2,60
3,80,114,13,2618,245,2,1,65
2,80,913,19,2688,239,4,2,250
0,80,584,13,2688,358,2,2,80
2,80,1179,24,2688,239,6,2,330
3,80,417,16,719,425,2,1,70
3,80,522,13,1305,188,2,1,69.18
3,80,539,16,2427,1197,3,1,310
3,80,549,13,1140,21,2,2,38
0,80,494,13,2566,246,2,2,72
3,40,513,16,1705,733,3,2,113
3,80,533,16,864,430,2,3,50
2,42,126,14,2688,239,1,1,36
0,80,625,0,2688,62,2,2,41
3,80,716,16,2688,431,3,3,66
3,80,606,16,481,306,3,3,70
3,80,606,16,480,269,3,2,65
0,80,914,13,2688,79,2,1,58
3,80,1179,16,253,329,2,1,55.25
0,80,1025,13,1003,45,2,2,45
3,80,428,18,2688,1363,4,2,325
3,80,1049,16,1342,594,2,3,69
3,80,99,13,554,500,2,2,52
3,80,772,13,2688,2060,2,2,50
2,33,816,22,2688,1945,5,1,95
3,80,216,16,1859,540,2,2,80
3,80,1039,16,57,1162,4,2,175
3,72,77,16,2601,603,3,2,90
2,42,226,17,2688,1448,4,2,380
3,80,1148,13,1299,222,2,2,42.67
3,80,22,8,2688,1743,13,0,275
0,80,194,16,325,884,3,2,125
3,22,422,13,2688,2060,2,1,44
2,80,125,19,2688,239,4,2,135
3,80,799,16,2688,610,3,2,71
0,80,459,13,2642,62,2,1,48
3,80,1115,13,1584,2049,2,2,49
0,80,212,19,2688,1561,5,3,145
3,80,1252,16,1462,610,3,3,75
2,80,905,14,2688,2021,2,1,48
3,80,1196,13,2688,2095,2,1,34.22
0,80,1046,18,1621,1606,4,2,345
3,80,108,0,2688,1923,1,2,43.82
0,80,678,13,2688,80,2,3,55
3,80,417,0,1473,1817,1,0,28
3,80,1252,13,208,25,2,1,45
0,80,513,13,176,210,2,0,54.05
2,80,319,19,2688,239,4,2,130
3,34,1216,13,2688,225,2,1,50
2,80,563,22,2688,1208,5,2,700
3,48,1094,0,2688,1803,1,1,25
0,80,416,13,1629,256,2,0,75
2,26,152,17,764,3,3,1,90
3,80,976,16,2365,577,2,,99
2,80,417,19,205,884,3,2,190
3,80,1148,13,1299,222,2,2,43.66
0,80,223,16,2506,686,3,3,130
3,80,466,13,2688,119,2,1,28
3,80,1261,13,970,358,2,2,69.23
3,80,670,13,1177,119,2,1,68
3,38,108,13,2140,1989,2,1,28.93
3,32,914,13,2688,16,2,1,64
3,80,98,13,1960,119,2,2,48
3,80,1252,13,1850,224,2,1,38
3,80,948,13,2688,182,2,2,72
3,80,853,16,2580,1208,3,2,252
3,26,84,13,2688,215,2,3,41.94
3,80,278,16,1581,899,3,2,85.2
2,80,519,24,2688,239,6,3,180
2,80,1048,17,2688,1208,6,2,775
3,80,626,18,2688,1543,4,1,246
0,80,701,16,1000,503,3,2,70
3,65,664,13,1530,1876,2,1,40
2,80,677,14,2688,239,1,0,70
3,52,896,13,2086,200,2,1,40.77
3,80,589,16,2688,656,3,2,118
3,80,226,16,2688,995,4,3,95
2,80,602,14,2688,239,3,1,70
3,80,1262,16,2688,1228,3,2,125
3,80,799,13,2688,2071,2,2,46.7
0,31,236,16,1399,772,3,3,115
3,80,474,18,2688,1459,4,3,205
3,80,1039,13,1190,374,2,2,110
3,34,881,16,2688,303,3,2,40
0,80,1232,13,144,158,2,2,68
2,80,392,24,2688,239,9,3,122
2,80,1118,24,2688,2014,5,2,160
2,80,1283,17,2688,1986,3,2,95
3,80,1252,16,2005,1146,3,,145
3,80,799,16,2572,630,3,2,85
3,80,530,16,1844,803,2,2,100
3,80,522,13,1040,66,2,1,53
2,80,232,17,2688,239,3,0,50
2,80,489,17,2688,884,2,1,230
0,80,319,22,2688,1208,4,0,97
3,80,701,13,2043,297,1,3,60
3,80,713,13,1616,380,2,1,160
2,80,1252,19,1520,1588,5,3,265
0,80,1148,16,1613,293,2,1,65
0,80,72,16,335,1380,4,2,260
2,80,71,24,2688,1784,5,3,130
3,80,972,13,2609,107,2,2,57
3,80,284,16,2646,458,2,1,50
2,80,1029,28,2688,1784,4,3,175
3,80,585,16,1116,1323,5,2,275
3,63,664,16,1530,119,2,1,52.97
0,80,713,13,834,415,2,2,103
0,80,933,13,2688,1945,2,2,55
3,80,1039,16,1037,873,3,2,116
0,80,177,16,2688,1208,3,2,220
3,80,506,18,1452,1555,4,2,325
3,80,1039,16,1037,780,3,2,93.01
3,31,252,18,1785,1088,4,3,111
2,33,317,17,2439,1181,3,,95
2,80,1161,22,2688,1761,5,0,80
3,80,98,16,482,957,3,2,102
3,24,204,16,1370,619,3,2,48.51
3,80,294,13,2688,296,2,2,95
3,80,535,16,1358,431,2,2,65
3,34,1148,0,1909,1765,1,1,27.5
3,28,513,16,1214,420,3,2,83.87
2,80,247,17,2688,577,4,2,180
3,80,74,13,817,593,2,3,62
3,80,194,13,2688,210,2,1,41.13
3,18,1148,16,2199,1067,4,2,139
3,63,1141,16,2171,1160,3,2,145
3,46,1148,16,705,1051,3,2,150
0,80,442,14,2688,239,2,1,75
3,80,1252,13,2688,228,2,3,59
3,80,704,18,2688,1784,3,2,85
3,26,799,13,2688,30,2,2,49.86
3,80,1153,16,1635,907,3,2,133
2,80,306,26,2688,1636,7,1,299
3,80,1039,13,1246,42,2,1,56
0,80,896,13,2025,358,2,2,100
3,80,1252,13,1265,193,2,1,67
3,80,773,16,2688,584,3,2,78
3,80,707,13,2688,303,2,1,55.55
2,80,996,1,2688,1598,2,1,50
3,80,1038,13,2688,210,2,1,41.68
3,80,592,13,2158,119,2,2,57.6
3,80,1235,16,1519,1108,3,2,120
3,34,365,13,980,278,2,1,56.45
2,80,454,17,2688,239,4,2,180
0,80,307,22,2688,1423,6,1,165
3,32,896,21,331,1667,7,0,287
0,80,516,1,2688,239,1,0,48
3,80,397,13,420,404,2,1,71
3,80,194,16,2652,838,2,2,89
3,80,202,13,2688,468,2,1,100
0,80,848,16,2688,415,3,0,60
3,80,955,16,1750,761,3,3,62
3,63,1148,13,296,404,2,1,66.33
0,80,786,14,2688,1784,1,0,68
3,80,549,13,2582,335,2,2,76
3,80,987,16,2286,827,2,3,76
3,80,531,13,2688,228,2,2,59.9
3,26,417,13,1534,156,2,1,65.45
3,80,1203,13,2092,303,2,1,55
0,80,556,13,2164,526,2,2,90
3,80,721,13,1173,101,2,1,53
0,80,637,18,2688,1104,4,2,90
0,80,713,19,2688,1785,4,0,625
2,80,848,19,2688,1784,3,0,77
3,80,544,13,1023,303,2,2,65
2,80,1054,17,2688,1208,4,1,240
3,80,231,16,2257,363,3,0,65
3,80,976,16,360,728,3,2,268
0,80,72,13,342,2096,2,1,77.44
3,80,993,13,2385,334,2,2,49.5
2,80,1263,1,2688,10,1,1,150
2,80,212,17,2688,1258,4,0,140
0,80,256,19,2688,1535,4,0,225
2,80,126,17,1872,1208,4,0,95
3,80,330,16,1588,1172,3,2,280
3,34,664,16,2675,526,2,2,70.18
3,80,417,13,1184,2014,2,1,40
3,80,216,13,659,404,2,3,85
3,80,1216,16,2688,119,2,1,75
3,80,688,13,2513,1909,2,1,40
2,80,225,19,2688,1876,4,2,125
3,80,98,13,482,358,2,2,66
3,63,493,13,2688,360,2,1,120
0,80,456,30,2688,1444,8,1,130
2,80,926,17,2688,959,2,,92
3,43,664,13,2167,357,2,1,105
3,34,136,16,2688,303,3,3,40
2,80,1252,19,882,686,4,2,300
3,80,643,13,2241,2047,2,1,55
2,80,820,17,2287,1584,3,3,250
3,80,1179,13,2688,130,2,1,45
2,80,997,14,2688,468,2,2,160
3,80,422,13,2688,358,2,1,67
0,80,1267,13,2688,1761,2,1,62
3,80,527,16,1202,803,3,2,95
0,80,1179,13,2688,239,2,1,55
2,80,76,24,2688,239,5,1,280
3,80,145,13,2688,1880,2,1,60
3,37,1141,13,2688,2043,2,2,29.47
3,80,799,13,1933,175,2,2,65
3,65,664,0,1530,1727,1,1,26.01
3,80,1116,16,234,468,2,2,56
3,32,188,0,2232,1840,1,1,33
2,80,1178,24,2688,239,6,2,160
0,80,690,21,2688,239,5,2,70
3,80,1261,16,1551,794,3,1,91
2,80,128,22,2688,48,5,1,170
3,80,635,16,1879,503,2,0,55
3,80,799,13,2284,292,2,2,55
3,80,443,16,2688,385,2,2,60.8
3,80,1148,13,1299,278,2,2,44
3,80,422,13,2688,3,2,3,28
2,80,460,19,2688,1905,2,1,24.5
3,80,1179,16,1833,392,2,2,46.45
3,80,1039,18,57,1389,5,,275
3,80,1074,16,674,358,3,2,170
3,80,506,13,1690,295,2,2,46
0,80,690,19,2688,2056,2,1,60.84
3,26,203,16,2688,577,2,2,100
2,80,704,17,2688,239,4,1,156
0,80,348,13,2688,88,2,2,72
0,80,721,13,712,358,2,2,56
2,34,1038,19,1585,1627,4,3,435
0,28,417,13,2688,79,2,1,30.75
3,26,1252,13,1636,264,2,1,66.88
0,80,606,16,481,306,3,2,59
3,39,535,13,2688,235,2,1,44.8
0,80,721,13,2334,41,2,2,44
2,80,907,17,2688,1792,2,1,75
3,80,929,16,2688,329,2,2,57.15
3,11,822,13,1628,206,2,2,39
3,80,715,16,2688,262,2,3,48.6
2,80,1207,1,2688,1784,1,0,20
3,40,1252,13,1443,215,2,1,77
0,27,419,13,2346,193,2,1,33.51
2,80,323,19,1085,1649,4,3,400
3,61,1252,16,794,1100,3,2,139
3,80,1267,16,758,577,3,1,100
3,80,208,13,1362,17,2,2,52
3,80,110,16,2175,975,4,3,129
3,80,417,13,1670,155,2,2,32
3,34,976,16,1669,708,3,1,124
2,80,929,17,2688,1208,3,0,360
3,80,195,16,2688,43,2,2,77.25
3,27,1252,13,2688,374,2,1,84
3,80,336,16,723,268,3,1,56
2,33,205,19,2688,1784,3,1,97
0,80,575,16,1300,676,2,3,85
3,80,1074,13,2688,1880,2,1,49.5
3,27,539,16,1286,880,3,2,64.62
0,80,466,19,2688,1386,3,0,132
3,28,1039,18,1037,1650,4,2,242
3,80,417,13,989,1962,2,1,35
3,28,1261,18,1419,1604,6,1,350
3,74,1187,16,2688,308,2,1,70
0,80,987,16,2688,1043,3,2,114
3,80,1153,16,1635,1134,4,2,154
3,80,589,13,2425,556,2,2,125
3,80,786,16,2019,1244,4,3,337
3,80,294,16,293,756,3,2,298
3,80,846,16,1774,899,3,2,79.5
3,40,533,16,1556,710,3,1,89
3,80,506,13,1690,295,2,2,46
3,80,417,13,636,239,2,2,40.5
3,80,466,16,2152,700,3,3,72
3,80,985,13,121,351,2,2,80
3,80,542,13,472,79,2,2,28.5
3,26,722,13,2390,2060,2,1,69.57
3,80,1039,16,2469,217,2,1,65
3,80,786,16,2019,1134,3,2,275
0,80,799,0,1782,119,2,,75
3,80,765,13,2688,62,2,1,36
3,80,1115,16,1293,317,2,1,75
3,80,202,21,2688,1340,3,2,425
3,80,380,16,2688,577,3,2,56
2,80,626,24,471,239,6,3,132
2,34,424,14,2688,3,2,0,66
3,80,1252,16,1462,610,3,3,73
3,80,494,13,1350,170,2,2,46
3,80,383,16,115,933,3,3,115
0,80,1038,16,451,662,3,3,55
2,28,152,17,104,239,3,,105
3,80,972,13,565,2066,2,1,45
3,80,1039,16,1037,780,3,2,100
2,80,624,14,2688,239,2,3,135
0,27,419,16,2346,268,3,1,35.25
0,80,688,0,994,1784,1,1,35
3,27,1252,13,1886,193,2,2,39
3,80,383,16,115,995,2,,89.5
3,80,1242,16,1589,737,3,1,85
0,80,134,19,2688,1208,4,1,150
3,80,86,13,1840,1941,1,1,32.6
2,80,966,22,2688,1945,5,1,95
2,80,1138,22,2688,468,5,1,97
3,80,646,16,2688,1166,4,1,165
3,80,506,13,1690,295,2,2,46
3,80,652,13,596,320,2,1,51.5
3,80,864,21,2688,239,4,2,115
3,80,518,16,1842,409,2,1,69
0,80,353,22,2688,1652,5,3,240
3,80,417,16,719,425,2,1,58
3,80,1039,13,2688,40,2,1,60.55
3,80,103,13,2688,62,2,2,38
3,80,1179,16,2688,540,3,3,76
3,80,191,16,2688,606,2,2,91.48
0,80,664,16,1652,916,3,2,85
3,27,121,13,2688,3,2,3,25
3,80,713,16,991,730,2,1,115
2,80,1138,17,2688,239,2,0,66
3,80,155,13,2688,2092,2,1,60
3,80,268,16,1582,90,2,1,44
3,29,914,13,2688,256,2,1,77.93
3,80,998,16,2688,1019,3,2,100
3,80,98,13,482,273,2,0,68
3,80,584,13,823,349,2,1,80.04
0,80,1002,13,2688,268,2,0,56
2,80,78,1,2688,577,2,0,85
3,80,637,13,1232,427,2,2,79
2,80,428,22,2688,1342,4,1,462
0,80,29,13,1327,463,2,2,85
3,80,1261,13,2688,1996,2,1,27
2,80,798,19,2688,1708,5,3,300
3,34,976,13,1669,270,2,2,98
3,80,513,13,1217,494,2,1,99.39
3,80,236,16,2688,919,3,2,135
2,80,242,14,2688,776,2,1,270
3,80,1267,13,872,202,2,2,64.08
3,80,121,13,2688,2024,2,2,25
3,80,665,18,2688,1220,4,3,135
3,80,964,13,2688,62,2,2,52.5
0,80,979,13,2688,3,2,0,50
0,80,731,13,2688,317,2,0,58
0,80,202,17,2688,1386,3,2,450
3,80,606,13,481,2059,2,2,39
2,80,708,30,2688,676,6,1,150
2,80,589,1,2688,1784,1,0,37
0,80,74,13,2688,356,2,1,59
3,80,799,16,225,799,3,2,135
3,80,1115,13,2328,3,2,1,45
3,80,987,16,1752,1474,3,3,150
2,80,184,14,2688,239,4,1,138
0,80,958,13,2688,119,2,2,68
3,80,589,0,2584,1799,1,1,46
3,26,1039,13,1649,415,2,1,85
0,80,1118,19,2688,1708,5,2,325
3,80,352,16,1113,1312,3,1,501
2,80,1220,24,2688,1599,6,2,460
3,80,515,16,2192,806,3,2,130
3,80,72,16,625,767,3,2,112
2,80,549,14,2688,577,2,0,90
3,34,1039,16,218,190,2,1,72
3,80,98,13,2688,213,2,1,51
3,80,549,13,1741,311,2,0,60.48
3,33,925,13,2688,128,2,2,28.18
3,80,194,16,325,884,3,2,175
3,80,590,13,2103,19,2,1,52
3,30,417,0,1534,1814,1,1,46
2,38,126,14,2688,239,2,1,36.1
3,80,678,13,2688,39,2,1,60
3,80,522,13,2688,233,2,2,59
3,29,1252,13,126,22,2,1,58
3,80,515,16,2197,948,4,2,118
3,80,1041,13,2174,107,2,1,37
3,80,675,16,1608,358,3,2,77.99
3,80,111,18,874,1373,4,2,250
3,80,509,16,2264,799,3,3,85
3,80,1179,16,2688,577,3,1,68
3,80,702,16,945,369,2,2,53
3,28,404,13,2688,1859,1,1,19.9
0,80,530,16,2688,415,3,2,70
0,80,521,16,1515,543,2,2,115
0,80,805,16,214,1892,2,1,29
0,28,417,16,2688,468,2,1,40.45
3,40,419,16,522,712,2,2,48.75
0,28,417,13,2688,79,2,1,30.76
2,80,727,24,2688,1714,4,1,70
3,80,490,16,2688,454,3,3,90
3,80,292,13,929,52,2,1,50
3,80,506,16,2688,895,3,2,110
3,80,1245,13,1459,248,2,1,47
3,80,1245,13,2688,84,2,2,33.43
3,80,700,13,2688,84,2,1,52
3,80,114,13,2688,404,2,1,75
3,80,641,13,29,2096,2,2,35
0,80,74,13,1906,15,2,0,44
3,80,1148,13,307,116,2,1,71
0,80,822,13,1318,239,2,1,53.5
3,80,1153,18,1635,1623,4,,325
3,80,1039,13,89,30,2,1,62
3,34,1252,13,2688,182,2,2,40.21
2,80,126,17,2559,822,3,1,120
3,80,1268,13,665,486,2,2,120
0,63,420,16,2688,838,3,2,58
3,28,974,16,2688,616,3,2,81
0,80,312,13,1291,62,2,2,45
3,80,664,16,935,531,3,3,55.6
3,80,402,13,871,298,2,1,95
0,80,1261,16,1624,952,4,2,85
3,34,419,13,1162,2090,2,1,40
2,80,61,19,2688,77,4,2,2340
2,80,277,19,787,577,5,3,160
3,27,417,0,1534,1814,1,1,33.7
2,33,716,28,2688,62,5,0,80
0,80,1071,16,2688,309,2,1,60
2,80,990,19,2688,959,4,2,185
2,80,384,17,2688,1230,3,1,142
3,69,664,16,777,988,3,3,92.69
3,80,216,16,2688,800,3,2,125
2,80,848,22,2688,239,4,3,240
3,31,292,13,1647,461,2,1,95
3,33,506,13,1862,273,2,1,77
3,80,1039,18,1978,1489,3,,235
3,80,474,16,2247,838,3,2,120
3,80,1115,16,1293,317,2,1,80
3,40,1039,0,218,1869,1,1,31.1
2,80,175,19,2688,1208,3,2,400
3,80,506,13,1340,344,2,1,78
0,80,513,16,2450,676,3,2,96
3,80,77,16,938,658,3,2,65
0,80,514,22,2688,1340,5,1,220
3,80,443,13,2688,74,2,1,48.66
3,80,518,13,2053,309,2,1,58
2,80,467,19,2688,1879,4,0,65
2,80,749,17,2688,1208,2,2,185
3,80,216,16,1859,599,2,3,81
3,80,664,16,2675,504,,,70.99
3,80,459,13,1161,205,2,1,45.51
3,80,889,16,2688,666,3,2,75
3,80,139,16,2251,864,3,2,89
3,80,972,13,806,362,2,2,55.78
0,80,702,13,2688,767,2,3,59
0,80,1252,16,2220,572,2,,70
3,33,1261,16,1304,910,3,1,108
2,80,212,17,2688,1792,3,1,60
0,80,855,13,2688,97,2,2,38
0,28,417,13,2688,39,2,1,29.61
3,27,506,13,1862,273,2,1,67.48
3,54,188,0,2232,1833,1,1,34.77
3,80,1039,13,219,2111,2,2,45
3,80,1157,13,1482,39,2,1,65
0,80,799,13,2527,189,2,2,52
3,80,575,13,1191,303,2,2,60
0,80,731,19,1779,1420,4,3,230
3,80,515,16,2197,980,4,2,122
0,80,882,13,1954,31,2,1,70
0,80,727,16,2688,369,2,1,70
3,40,589,0,2584,1793,1,0,27.565
0,80,664,13,1544,382,2,3,70
3,80,716,13,2688,193,2,2,57
3,80,60,13,2688,119,2,2,48
0,80,745,16,1787,809,3,3,150
3,31,544,16,1657,777,3,2,103
3,80,326,13,2688,107,2,1,47.42
3,80,626,13,2688,1019,2,0,75
3,80,1208,13,1493,188,2,2,69
0,80,1234,24,2688,1599,6,0,230
0,32,1039,19,1275,1586,5,0,176
3,80,513,16,334,1516,5,2,320
3,32,575,13,2688,152,2,2,39.98
0,26,1261,16,867,920,3,3,92
3,80,72,16,2320,594,2,1,76
2,80,972,28,2688,1497,7,2,225
2,80,1261,22,2688,1258,3,1,120
0,80,1039,13,2327,158,2,2,55
3,80,236,13,780,61,2,1,51
3,80,114,16,2688,1299,4,0,175
3,28,1191,13,2688,1979,2,1,25.4
3,54,182,16,486,915,3,2,115
2,80,468,22,2688,1288,5,3,370
3,52,584,13,197,341,2,1,72
3,80,641,13,1597,1945,2,1,40
2,80,452,19,2688,239,4,2,240
3,37,304,16,2386,228,2,2,30.35
3,34,772,16,2670,378,2,1,68
3,43,664,13,2167,787,2,1,105
3,80,600,16,2688,1039,2,1,182
3,80,654,16,490,335,2,1,31.9
3,80,1070,16,1207,637,2,1,67
3,22,1039,16,89,947,3,2,145
3,80,1281,16,2688,1363,3,2,325
3,31,1261,16,1304,952,3,2,109
3,80,761,21,2688,2021,5,,135
3,52,896,13,2059,2055,2,1,32
3,80,348,13,2004,3,2,3,58
3,80,1084,16,2688,589,3,2,75
0,80,1179,13,2688,147,2,1,50
3,80,121,13,2688,2051,2,1,25.99
3,80,417,16,921,193,2,2,42
3,80,972,13,806,490,2,2,48.1
3,80,1141,13,2688,210,2,2,62
0,80,236,16,542,415,2,1,63
3,80,786,16,2019,1134,3,2,330
3,80,152,13,550,2113,2,1,24.9
3,40,129,13,495,91,2,1,30.13
3,80,891,18,2688,1122,4,3,115
3,80,670,16,818,803,3,3,112
3,80,513,13,2326,87,2,2,45
3,80,914,13,1900,278,2,1,80
3,80,833,16,2688,686,2,1,65
3,28,1148,16,296,482,3,1,93.25
0,80,999,21,2688,1535,5,3,145
3,80,589,16,2688,1212,3,2,138
2,80,1025,19,2688,239,4,,190
2,26,848,17,2688,239,3,2,226
0,80,396,16,2339,252,3,1,45
2,80,1267,22,2688,789,5,2,300
3,28,506,13,1862,273,2,1,69.84
3,37,513,13,179,197,2,1,69
3,80,1148,16,1613,319,2,1,65
3,26,709,13,2688,62,2,2,35
0,28,419,13,2346,193,2,1,33.51
2,31,306,17,2688,577,3,1,61.95
3,80,1185,16,2688,696,3,3,85
3,80,1252,13,1891,404,2,2,41
3,80,1039,16,57,1162,4,2,182
3,80,278,13,1581,197,2,1,58
0,80,795,14,2688,577,2,0,145
2,80,527,19,2688,1433,3,1,135
3,31,536,13,1804,205,2,2,65
3,80,1039,13,1224,2096,2,1,25
0,80,306,16,2688,884,3,2,60
3,52,205,16,326,496,2,1,71.73
3,80,637,13,959,129,2,3,40
0,80,694,13,969,128,2,2,27.6
2,80,352,19,2688,1911,6,2,1800
3,80,1167,13,136,309,2,1,56.7
3,80,1039,16,2107,606,2,2,65
3,15,181,13,26,75,2,1,38.95
2,45,543,14,2688,1784,2,2,29.5
3,34,419,16,2346,468,2,2,40.45
3,80,402,16,1967,1076,3,2,145
3,80,417,13,918,1835,1,1,16.5
0,80,688,13,2688,1815,1,1,18
3,80,563,13,2688,317,2,3,120
3,80,557,13,1988,1983,2,0,55.43
3,36,522,16,493,1048,3,2,67.55
0,80,507,18,2688,1287,4,3,189
0,80,236,13,2688,258,2,1,63
3,80,522,16,1973,963,3,2,129
3,54,188,13,2232,248,2,1,73.87
3,80,1267,13,872,199,2,2,64.08
3,80,774,13,2588,480,2,2,73
0,80,475,13,505,182,2,1,42
3,31,1173,13,1516,205,2,2,53.11
0,80,518,13,2688,494,2,1,62
3,80,914,13,2688,152,2,2,45
0,80,841,16,1252,875,3,3,75
3,80,549,13,1405,35,2,1,76
3,34,121,13,2688,89,2,2,26.85
3,80,641,13,1339,270,2,3,48
3,80,522,16,1973,1006,3,1,134
0,80,1260,13,2688,126,2,2,55
3,80,92,13,2624,244,2,1,65
3,80,1039,13,2107,2088,2,1,36
3,80,1038,13,2212,2041,2,2,33
3,80,1267,16,872,599,3,3,85
2,80,329,17,2688,1860,3,2,75
3,23,1093,16,2144,326,2,1,75
3,80,1154,0,2688,1835,1,0,30
3,80,509,16,1599,845,3,2,115
3,80,542,13,570,2066,2,1,35
1,31,74,0,1219,1707,1,1,33
3,80,509,18,2096,1300,4,0,153.5
0,80,272,19,1524,720,3,0,140
3,80,964,13,2688,202,2,2,37.5
3,80,402,13,871,335,2,2,80
0,80,1148,13,2435,284,2,2,51
3,80,745,13,1787,215,2,1,75
3,80,554,16,1428,438,2,2,87
3,37,304,13,2386,25,2,2,25.88
2,80,950,30,2688,239,9,3,230
0,80,417,17,2688,468,3,1,90
2,80,1252,22,2688,577,6,3,155
2,80,184,14,2688,62,2,0,40
3,31,987,13,2649,305,2,1,46
3,80,1267,16,872,763,3,,92.13
3,45,1039,13,1649,410,2,1,67.38
0,31,419,13,2346,107,2,1,31.48
2,80,43,22,2688,239,4,3,240
3,80,658,16,1866,349,2,3,51.1
3,31,976,21,1507,1912,7,,1500
3,80,1039,16,89,947,3,2,145
3,80,443,13,2688,182,2,2,52
2,80,33,14,2688,1,2,2,200
0,80,1038,17,2688,1309,3,2,295
3,80,664,16,2688,239,2,2,42
3,80,979,13,2688,1988,2,2,40
3,80,357,16,2181,1321,4,2,340
0,80,155,13,2688,2071,2,0,65
0,80,271,16,2688,568,3,3,40.5
3,43,990,13,2563,62,2,1,51.66
3,75,530,16,757,747,3,2,131
3,80,854,13,2688,163,2,2,55
0,80,513,13,2688,119,2,1,60
2,80,772,19,2688,1945,4,,60
2,46,126,14,2688,239,2,1,36.1
2,80,848,19,2688,239,4,3,240
2,80,1286,17,2688,2096,3,1,80
3,80,1198,13,2688,97,2,1,37.8
3,80,292,0,1647,1883,2,1,50
3,80,163,16,2688,239,2,2,35
3,80,118,13,1122,239,2,1,50
3,63,1141,16,2171,886,3,2,127
0,80,1078,13,576,1909,2,0,20
3,80,1064,13,2688,1624,1,1,25
0,80,786,18,2688,1340,4,2,252
3,34,230,13,2688,107,2,2,38.37
2,80,948,14,2688,577,2,0,230
0,80,417,16,516,346,3,1,55
3,80,1153,16,1635,1134,4,2,157
2,80,634,19,2688,1340,4,,375
0,80,1039,13,2500,57,2,2,42.15
3,43,535,13,2688,320,2,1,47.36
3,80,1252,16,1825,505,3,2,85
3,80,404,13,2688,2116,2,2,32.9
3,80,1242,16,1589,737,3,2,85.5
3,80,753,16,2529,614,3,1,72
3,26,799,18,1576,1269,5,2,180
3,63,664,16,1530,358,3,2,69
2,80,26,17,2688,1784,3,2,125
