Q1-Location,Q2-Price,Q3-Rooms,Q4-Other rooms,Q5-Bathrooms,Q6-Car Parks,Q7-Property Type,Q8-Furnishing,Q9-Size
1,1400000,2,,2,1,3,1,1368
12,1700000,3,,3,2,32,1,1910
20,2342400,3,1,4,2,1,2,1830
20,1520000,1,,1,1,1,2,1216
13,730000,3,,3,2,1,2,974
32,850000,5,1,5,3,11,2,2562
56,276600,,,,,10,4,
41,680000,3,1,2,,11,,1366
31,525000,3,,3,,17,,1900
14,3000,,,,,11,,
1,1925100,3,,2,,1,1,1426
1,1966400,3,,2,,1,1,1426
1,1166100,2,1,2,,1,1,897
1,2318000,5,,3,2,1,2,2208
19,540000,3,,2,1,5,2,1202
33,720000,1,,2,1,1,2,911
11,1750000,3,1,5,2,11,1,2159
11,2800000,3,1,5,3,1,2,2305
56,445500,3,,2,2,10,4,1058
5,640000,1,,1,1,10,3,721
5,1000000,2,,2,2,10,3,1339
11,699000,3,,2,1,11,2,1233
11,8634000,6,,8,6,11,,8902
11,2500000,4,1,4,3,11,2,3146
1,2710000,1,,1,1,10,2,1023
2,3100000,5,,6,4,36,2,
12,1250000,2,2,2,,3,2,1367
11,630000,3,,2,2,3,1,1290
17,1800000,3,,3,2,1,2,1157
17,1400000,3,,3,2,1,2,935
37,1480000,4,1,5,,8,1,2080
25,790000,2,,2,1,14,2,860
34,600000,3,,2,1,12,2,1075
1,1100000,1,,1,1,3,1,463
1,1350000,2,,2,1,3,1,867
1,1220000,1,,1,1,3,1,753
1,1100000,1,1,1,1,14,1,764
1,1900000,2,,2,2,14,1,1024
24,1325000,2,,2,2,10,1,912
1,1200000,2,,2,1,3,1,976
5,560000,3,,2,2,12,3,1100
34,3200000,4,1,5,,4,,2850
21,1880000,4,2,3,10,52,2,20000
8,868000,4,1,3,3,3,3,1842
5,598000,3,,2,2,3,2,1073
5,523000,3,,2,2,12,3,1023
21,680000,3,1,3,2,3,2,1447
4,700000,4,,3,2,1,2,1099
40,750000,3,,2,2,11,2,1253
1,2400000,3,1,5,2,12,1,3335
8,280800,3,,2,,12,,1076
3,1100000,2,,2,1,10,1,997
4,2100000,5,,3,6,7,2,10350
4,160400,3,,2,,5,,732
16,658000,3,,2,3,3,2,1400
16,758000,4,,3,2,3,2,2116
4,328000,3,,2,1,31,,750
29,1050000,4,,4,2,11,2,1870
30,885000,3,,3,2,11,2,1319
17,364500,3,,2,,12,,1066
59,290000,3,,2,,5,2,854
10,2500000,3,1,5,3,27,2,2996
1,1500000,,,,2,11,,1830
1,1560000,3,,4,,11,,1746
20,1080000,1,1,1,1,11,1,898
17,1460000,2,,2,,1,2,887
17,1060000,1,1,1,,1,2,625
1,1450000,2,,2,1,11,1,867
1,1130000,1,,1,1,11,1,630
1,1800000,3,,3,2,11,1,1195
11,1450000,3,1,5,2,27,,3200
13,1800000,3,1,3,,11,1,2068
33,600000,1,1,2,1,1,2,850
18,2550000,4,1,6,,32,2,3674
29,1500000,3,1,3,,6,2,2000
22,7800000,3,2,5,3,11,1,4025
48,3600000,5,1,5,,30,3,4800
26,600000,3,,2,,57,2,2432
7,666666,3,2,3,2,3,1,1388
11,7150000,5,1,6,4,8,1,6458
11,750000,3,,2,,11,1,1268
11,3400000,5,1,6,4,15,1,2400
4,680000,3,,2,,10,2,1305
4,344250,3,,2,,12,,1109
11,5476000,6,,7,,3,2,6846
32,760000,3,,2,2,11,2,1206
6,500000,3,,2,,13,,1381
6,1100000,2,,2,,1,1,840
17,998000,2,,2,,11,2,714
23,1750000,2,1,2,1,10,1,1442
5,855000,3,1,3,,12,1,1293
5,998000,3,1,3,,12,1,1450
40,4371150,4,1,4,,9,2,6335
10,16000000,7,1,9,,2,2,12000
22,8500000,6,1,6,4,2,2,13000
22,15000000,5,1,6,4,2,2,15000
2,8200000,6,,7,,2,2,8000
10,890000,2,,2,,11,1,893
10,7000000,4,1,6,3,9,2,6500
10,2300000,3,1,5,4,11,1,2400
1,4200000,2,1,3,6,11,1,3261
10,29000000,5,2,8,4,2,2,15000
10,16000000,6,1,6,6,2,1,38000
10,11500000,,,,,33,,27000
2,11000000,4,1,4,,2,2,17000
20,1400000,3,1,3,1,11,1,1532
20,850000,1,1,1,1,11,2,913
20,1000000,1,1,1,2,11,1,913
20,850000,1,1,1,1,11,1,913
14,800000,4,,2,2,11,2,1205
14,700000,3,,2,2,11,2,992
8,3000000,5,,6,,2,3,6500
19,380000,3,,2,1,25,,1016
11,3700000,6,,5,,11,1,4700
1,3000000,4,,5,,11,2,3502
1,1900000,3,1,4,,11,2,2315
1,1900000,3,1,4,,11,1,2315
16,420000,2,,2,1,1,3,695
12,1259000,2,,2,2,12,2,1303
1,7500,2,1,3,2,11,2,2673
18,500000,3,,3,2,6,4,1600
6,1500000,4,,3,3,6,3,60000
12,2590000,5,,5,3,15,4,3500
12,2600000,5,,5,3,32,2,3400
21,615000,5,,3,3,6,4,1650
15,650000,4,,3,4,6,4,1600
30,417000,3,,2,2,6,4,770
26,420000,3,,2,3,26,3,1560
48,1180000,4,,4,3,37,4,2980
18,430000,2,,2,3,6,2,950
26,570000,4,,3,4,6,4,1540
15,650000,5,,3,4,6,4,1760
30,470000,3,,2,3,6,4,1040
26,520000,3,,2,3,54,4,1400
41,577666,3,,2,3,17,4,1200
15,722000,3,,3,4,17,2,1600
2,,4,2,4,3,8,2,4000
4,435000,3,,2,,12,2,985
78,870000,4,,3,,6,2,1400
18,1200000,3,,4,1,29,1,1882
3,1150000,2,,2,1,1,1,1148
45,350000,,,,,62,,
19,588000,3,,2,1,12,3,1001
29,433000,3,,2,1,12,2,918
50,499000,3,,2,1,11,2,1246
24,1020000,2,1,2,1,12,1,1570
14,725000,3,,2,2,12,1,1048
11,1450000,3,1,4,2,11,2,320015
11,1219000,4,1,3,2,11,,1695
30,189000,3,,2,,25,2,855
4,508000,3,,2,,25,,1250
18,700000,4,,3,2,17,3,1400
21,440000,4,,2,2,12,2,1272
21,440000,4,,2,2,12,2,1272
22,1220000,2,,2,1,11,1,1162
22,2200000,3,1,3,1,11,1,2152
14,1050000,3,1,4,2,13,2,1875
39,1180000,1,1,1,1,12,1,797
1,2600000,2,1,2,,14,2,1463
5,935000,4,1,3,2,11,2,1513
11,1250000,2,1,2,2,11,,1200
5,938000,4,1,4,,11,,1513
15,680000,3,,2,1,13,3,1320
8,550000,3,,2,1,12,1,1400
4,410000,3,,2,2,5,3,950
19,790000,3,,3,1,11,,1186
11,980000,3,,2,1,11,1,1400
11,720000,2,,2,1,11,1,947
11,650000,2,,2,1,11,1,947
11,880000,2,,2,1,11,1,1070
2,10018125,,,,,33,,13357.5
11,980000,3,,2,1,11,1,1400
11,1000000,3,,2,1,11,1,1280
1,2970000,4,1,5,2,1,1,3383
1,1240000,3,,3,1,1,1,1500
2,22000000,8,,12,,2,1,15000
2,12500000,6,,9,,2,1,8000
6,1050000,3,,2,1,1,1,1102
1,2250000,3,1,5,2,10,1,2096
1,5570000,3,1,5,2,3,2,2228
20,1450000,1,1,2,1,1,2,1259
1,5300000,5,,6,,11,1,4488
1,11000000,5,,6,,27,2,9526
1,17500000,5,1,6,,11,2,10389
1,2710000,2,,3,,11,2,1646
1,7200000,4,1,5,,11,2,2906
1,22800000,5,2,7,,36,2,7200
1,9200000,4,1,5,,11,2,3628
1,8050000,3,1,4,,11,2,3218
1,4300000,3,1,5,,11,2,2285
27,620000,3,,2,2,11,,1328
32,480000,3,1,3,2,12,3,1267
56,489900,2,,2,1,10,2,731
27,530000,3,,2,2,1,2,
4,300000,3,,2,1,25,2,750
4,300000,3,,2,1,25,2,750
32,495000,3,,2,2,12,3,1000
1,6700000,5,1,5,,3,2,5440
1,3200000,3,1,3,,3,2,2545
5,465000,2,,2,1,31,1,1018
31,330000,3,,2,1,11,,1100
1,1650000,3,1,3,,1,1,1701
1,1680000,3,1,3,,1,1,1701
20,1850000,2,1,2,1,1,,
14,1700000,4,1,3,,4,2,4800
1,2530000,2,,2,1,1,1,937
1,3653000,3,,2,2,1,1,1400
30,340000,3,,2,1,25,,1043
30,558000,3,,2,2,10,2,958
30,530000,2,1,2,2,1,3,829
30,570000,3,,2,2,10,2,958
30,535000,2,1,2,2,10,2,829
30,525000,2,1,2,1,10,2,829
30,528000,2,1,2,1,10,2,829
30,528000,2,1,2,2,10,2,829
33,1500000,3,1,3,2,29,1,2200
1,850000,2,1,2,,3,1,1500
34,850000,3,,3,1,11,2,1560
1,2193000,1,1,1,1,1,1,797
1,2000000,1,,1,1,1,1,711
58,700000,3,,2,2,1,1,
4,1300000,4,,3,,18,,2970
4,470000,3,,2,2,12,3,1018
4,455000,3,,2,2,12,3,1018
4,880000,4,,3,2,1,2,1470
24,1388000,,,2,2,3,2,1468
36,827000,4,,3,3,3,2,1491
5,318000,2,1,2,1,5,,950
19,395000,3,,2,,13,2,1062
89,930000,4,,3,,17,2,1650
50,290000,2,1,2,1,12,2,886
43,655000,3,,2,2,11,2,987
22,1800000,3,1,4,2,11,2,2400
1,3600000,5,,4,,27,2,3294
1,3600000,5,,4,,27,2,3294
1,1069000,2,,2,1,1,1,990
23,1650000,1,,1,1,1,1,1131
24,3000000,2,,2,1,1,1,1307
1,4005555,4,,4,1,1,1,2066
1,1700000,4,,5,1,11,1,2315
1,1900000,4,,5,1,11,2,2315
17,1160000,1,1,1,,11,1,657
50,138000,2,,1,,25,,600
4,650000,2,,2,,25,1,750
11,1600000,5,,5,2,3,1,3171
4,1450000,2,1,2,2,1,,1126
18,2550000,,,,,79,3,10000
5,1200000,3,1,2,2,11,1,1506
56,600000,3,,2,2,1,,1041
6,3500000,4,1,4,,8,2,3600
11,1680000,3,1,3,2,11,,2038
13,668000,,,2,1,10,3,815
39,840000,1,,1,1,11,1,656
11,3400000,5,1,5,3,15,2,4200
11,2230000,4,,5,3,11,3,2973
1,1150000,2,,2,1,12,1,1065
14,3000000,4,,5,,2,,8276
43,550000,3,,2,1,29,2,1307
16,530000,3,,2,2,11,2,935
1,990000,2,,2,1,10,1,1055
21,1270000,,,,,18,,3154
36,623000,3,,2,2,13,2,1196
29,530000,2,,2,1,1,1,715
50,400000,4,,3,,11,2,1248
11,1500000,2,,2,,1,,1414
10,10538000,3,2,4,,7,2,30110
1,4005000,4,,4,1,1,1,2066
26,218000,3,,2,,62,2,841
26,218000,3,,2,,62,2,841
8,599000,3,,2,2,3,2,1257
1,1000000,1,1,2,2,14,1,654
1,900000,1,1,2,2,14,1,662
8,410000,3,,2,,11,2,1250
11,4650000,6,1,6,,3,2,4200
21,410000,3,,2,,1,2,940
24,2400000,,,4,2,11,,2022
43,645000,3,,2,2,12,2,911
8,1700,3,,2,1,11,1,1141
4,440000,4,,3,2,1,2,749
5,2600000,5,,6,,12,3,4344
7,707000,2,,2,1,11,2,829
4,370000,3,,2,1,11,2,926
16,600000,3,,2,2,11,,1260
41,360000,3,1,2,1,1,,981
5,1200000,4,1,3,2,11,2,1513
14,1065000,3,1,4,2,11,2,1691
14,325000,2,,1,,11,,745
11,820000,3,,2,,11,,1228
40,670000,3,,2,1,13,,1500
4,730000,2,,2,1,3,2,814
14,670000,3,1,2,2,14,2,1094
15,560000,3,1,3,2,3,1,1320
5,660000,3,,2,2,12,2,1232
14,570000,2,,2,2,10,2,852
14,130000000,,,,,33,,5.7
14,300000,3,,2,,60,4,926
43,1001550,3,1,2,2,3,2,1336
5,680000,3,1,3,2,12,,1325
3,4500000,5,1,5,,4,2,4200
2,5600000,,,,,2,3,10600
28,8500000,7,,10,,2,3,10602
28,9000000,6,,10,,2,3,11700
34,3300000,5,1,4,,4,2,4500
2,5380000,,,,,2,,7400
34,15000000,5,2,7,,2,,8600
2,11000000,7,,7,,2,2,7000
6,7000000,5,1,6,,2,2,8000
22,9500000,4,1,5,,2,2,10157
22,6200000,,,,,2,,11700
3,4900000,5,1,5,,4,2,4200
22,16000000,,,,,2,,9909
6,11200000,6,1,9,,2,2,16000
7,3500000,4,1,5,,8,2,3200
7,3088000,4,1,5,,8,2,3200
2,5280000,5,1,6,,2,2,2530
2,5000000,5,1,6,,2,2,2970
2,15000000,6,,7,,2,,11400
2,3800000,,,,,2,,8500
2,8680000,6,,5,,2,,8500
2,7500000,5,1,5,,2,2,6850
2,10000000,3,,3,,2,,9731
28,7000000,4,,5,,2,2,8000
28,9500000,6,,5,,2,,9907
10,14800000,7,,6,,2,,11981
28,11800000,7,,9,,2,3,8622
2,18500000,8,,5,,2,,12000
2,7480000,4,,4,,2,,8500
10,15000000,6,,5,5,2,2,19700
10,17000000,5,,5,,2,2,27000
2,15000000,5,,5,4,2,4,7500
10,7200000,5,2,6,,11,2,7000
2,4850000,6,,5,,7,2,5490
2,5500000,5,1,6,,4,2,3300
2,4800000,4,1,6,,4,2,3800
2,10100000,5,,5,3,2,2,7440
2,5600000,5,1,6,,9,3,4712
2,8000000,6,,6,,2,2,8200
22,7200000,6,1,6,,2,1,6000
34,5220000,4,1,5,4,11,2,5327
3,560000,3,,2,2,11,,1450
27,365000,3,,2,1,12,2,1132
20,2267200,3,1,4,,10,2,1744
20,2068200,,,1,1,10,1,766
21,300000,3,,2,1,25,3,815
20,1350000,1,1,2,1,1,3,1087
16,1620000,4,1,4,,23,2,5165
16,1620000,4,1,4,,23,2,5165
43,350000,3,,2,1,12,2,1033
4,360000,3,,2,2,3,2,946
1,990000,2,,1,1,1,1,1055
1,1500000,4,,3,1,1,1,1378
1,4500000,5,,6,2,1,1,3300
1,5854000,4,,3,1,1,1,2600
16,1620000,4,1,4,,23,2,5165
16,1620000,4,1,4,,23,2,5165
19,998000,3,1,4,2,3,3,1554
4,650000,3,,2,,1,2,914
19,1100000,,,,,11,,1488
3,1290000,2,,2,4,3,1,1180
4,498000,2,,2,2,3,2,840
1,2176000,2,,2,,22,1,1755
1,1344000,2,,2,,14,1,926
34,3150000,4,2,6,3,3,2,3660
33,1500000,,,4,2,46,1,2200
4,535000,3,,2,2,11,3,1018
4,608000,3,,2,1,12,2,1100
11,4500000,5,1,6,,8,,3100
22,5200000,5,2,6,,9,1,3713
22,4100000,3,1,6,,7,2,4300
22,5700000,4,1,6,,7,2,6700
40,4095000,4,1,3,,2,,6335
10,14800000,7,1,8,,2,2,12000
14,748000,3,,2,1,14,1,1202
12,1580000,3,,2,2,3,1,1326
28,11586000,,,,,53,3,21065
19,374000,3,,2,,11,,1066
1,1280000,1,,1,1,1,,754
5,1200000,5,1,5,4,3,2,1930
11,1600000,3,,3,2,3,3,1878
11,4400000,5,1,4,,11,,3671
11,1380000,3,,2,,11,,1200
24,2930000,2,,3,,14,1,1509
1,1230000,2,,2,1,12,2,736
1,1298000,2,,2,1,12,2,976
5,1200000,5,1,4,4,11,2,1930
5,1150000,4,1,4,4,11,2,1772
5,930000,4,1,3,2,11,2,1513
1,1300000,2,1,2,1,10,2,
14,450000,3,,2,1,12,2,1000
14,400000,3,,2,1,12,,1000
34,3800000,5,,6,2,23,2,5540
6,1850000,3,1,3,,6,2,1760
44,9220000,,,,,53,,23056
5,610000,2,,2,2,11,2,1030
5,850000,4,,3,2,11,2,1503
5,930000,3,1,2,2,11,2,1335
5,1150000,3,1,2,2,11,1,1508
5,740000,3,,2,3,11,1,1212
5,690000,4,,2,2,11,1,1212
5,430000,2,,2,1,25,2,1018
58,2800000,5,,5,,9,2,6000
4,630000,5,,3,,6,3,22
4,868000,5,,3,2,17,2,28
26,680000,4,1,2,,54,2,1870
22,5832000,3,1,5,3,3,2,3240
2,6570750,,,,,7,4,8761
1,3000000,4,1,5,3,3,2,3800
9,3748080,3,1,5,,3,2,4074
22,5800000,4,1,6,4,9,2,6703
2,4850000,5,1,5,,7,2,5490
2,8000000,5,2,5,,7,2,9600
1,5990000,5,2,6,4,14,1,5447
3,1188000,3,1,4,1,3,4,1719
22,3700000,4,2,6,,12,2,4111
2,18200000,,,,,7,4,26000
1,3870000,4,2,4,,3,2,5160
11,5476800,6,1,7,5,3,2,6846
11,8634940,6,1,7,5,3,2,8902
11,6500000,6,1,7,5,3,1,7911
31,680000,3,,2,,11,2,1096
11,2400000,4,1,4,3,3,2,3700
5,3300000,5,,5,,2,4,8000
14,515000,3,,2,1,25,2,1043
22,1700000,2,,2,1,1,2,1076
15,441800,3,,2,1,1,,878
11,2950000,4,1,5,3,11,2,3668
27,900000,3,1,3,2,3,2,1496
27,730000,3,1,3,2,3,2,1496
27,650000,3,1,3,2,3,2,1496
45,880000,2,1,2,,1,1,838
14,630000,2,,2,2,55,1,852
15,780000,3,1,2,2,3,1,1590
11,5000000,5,1,6,,15,2,3789
14,1330000,3,,3,3,3,2,2128
4,448000,3,,2,2,11,,840
1,2000000,2,1,2,,1,1,1299
1,1780000,3,1,3,,11,1,1900
31,650000,2,,2,1,1,2,950
1,1250000,2,,2,1,1,1,1012
4,465000,3,,2,2,12,4,1018
5,680000,3,,2,3,3,1,1216
4,690000,3,1,3,2,14,1,979
5,470000,3,,2,1,3,2,1400
27,790000,4,,3,3,3,2,1711
11,1500000,3,1,4,,11,2,1496
5,438000,2,,2,1,5,2,1000
14,143000,3,,2,,48,2,620
66,10000000,7,,7,4,2,2,18687
6,830000,3,,3,1,37,2,1345
33,500000,3,,2,1,12,1,1485
4,435000,3,,2,1,11,1,923
16,730000,3,,2,2,1,1,1130
11,2250000,4,1,,,11,1,3729
56,600000,3,,2,,54,2,1680
1,1130000,1,1,1,,1,1,915
24,905000,3,,3,1,3,1,1719
11,905000,2,,2,1,14,2,873
4,410000,3,,2,1,12,2,910
24,1650000,2,,3,,11,1,1484
27,495000,3,,2,1,12,2,1450
4,415000,3,,2,1,12,2,936
1,756000,1,1,1,1,12,1,915
1,1850000,3,1,5,2,12,1,1905
4,130000,3,,1,,48,2,697
4,147000,3,,1,,48,2,697
33,650000,1,1,2,1,10,2,850
4,560000,3,,2,1,12,1,910
14,850000,3,,2,2,3,1,1048
1,2650000,2,1,2,2,10,2,1463
8,3500000,5,1,5,,4,,60
19,620000,3,,2,1,11,1,1240
1,1100000,2,1,2,,14,1,818
3,1100000,2,,2,,14,1,1145
1,1350000,2,1,3,,3,2,2200
11,720000,3,,2,2,11,,1268
11,1000000,3,1,3,2,11,2,1432
11,1150000,3,1,3,3,11,2,1573
3,1100000,3,1,3,2,3,2,1970
3,1200000,2,,2,,14,1,1060
11,1235000,3,,2,2,11,,1960
4,450000,3,,2,1,11,3,1055
102,750000,4,1,3,,17,,
27,409000,3,,2,1,3,3,945
11,1200000,3,1,3,1,11,,1696
5,900000,4,,3,2,12,2,1293
10,3100000,4,,5,3,11,,2996
5,290000,2,,1,1,5,2,726
5,345000,2,,1,1,25,2,732
5,350000,2,,2,1,5,1,807
21,520000,3,,2,2,11,2,1313
32,1520000,6,,4,4,42,,24
18,510000,3,,2,2,1,2,1007
21,510000,4,,2,2,11,,1313
22,5800000,5,,5,4,2,2,5500
32,630000,3,,2,1,3,1,1265
47,3000000,7,,5,,7,3,4801
47,2500000,7,1,6,,7,3,4800
36,980000,5,,3,,6,2,1680
21,920000,3,1,4,2,3,2,1610
11,1150000,3,,3,2,1,1,1658
2,10830800,5,1,7,5,7,3,9192
3,1350000,3,,2,2,1,1,1238
9,9496000,5,2,6,3,36,2,7282
22,14000000,5,1,6,6,2,,7000
23,3000000,3,1,4,1,11,2,3373
1,1660000,2,1,3,2,11,1,2017
23,670000,2,1,2,1,3,3,1248
50,580000,3,,2,1,11,,1145
29,2450000,5,1,4,,4,2,2600
14,4300000,10,,7,4,4,1,4500
22,1300000,,,,1,1,,1076
33,1500000,5,1,4,,18,,7189
14,2000000,5,,4,7,2,,4250
10,3850000,4,1,6,3,3,1,3627
4,275000,3,,2,1,13,2,
5,628000,3,,3,,11,2,1246
26,468000,3,1,2,1,13,,1001
22,2500000,4,,3,3,21,2,2950
6,1558000,3,1,4,,14,2,2292
7,3650000,4,,4,,4,,3401
7,6880000,5,2,7,,9,2,6238
22,7500000,6,1,6,,2,1,8000
14,550000,3,,2,1,3,1,1407
4,650000,3,,2,,10,1,1100
11,1800000,3,,4,2,11,2,1496
14,730000,3,,2,1,11,,1048
14,780000,3,,2,2,11,2,1392
22,1400000,2,,2,1,11,1,1173
27,550000,3,,2,2,11,1,1120
14,390000,1,,1,1,1,2,775
32,530000,3,,2,1,42,,880
5,970000,4,1,3,2,3,2,1512
4,727000,3,,2,,10,2,1054
12,1900000,3,1,3,,18,1,2000
12,2550000,4,1,5,,32,2,3500
14,1150000,3,1,5,2,11,1,1782
32,790000,3,,2,2,11,,1259
17,1280000,2,,2,1,1,1,868
11,1400000,3,1,4,2,11,1,1448
1,5900000,4,1,5,2,11,2,4500
32,400000,3,,2,1,10,2,770
5,390000,3,,2,1,3,2,1222
11,860000,3,,2,1,11,1,1268
14,699900,3,,2,2,11,2,1048
14,699900,3,,2,2,11,2,1048
11,680000,1,,1,1,14,1,672
36,820000,3,1,3,2,6,2,1508
34,,4,1,5,3,11,1,3660
34,2150000,3,1,4,,3,1,2573
15,438000,3,,2,1,25,1,1281
41,1781600,5,,5,3,12,3,3186
30,329000,3,,2,1,31,2,936
8,420000,3,,2,1,12,1,935
20,2350000,3,1,5,2,28,2,1787
20,2100000,2,,3,1,14,2,1625
20,2150000,2,1,4,1,28,1,1485
20,2600000,3,1,5,2,28,1,1787
24,2250000,3,,3,,11,1,2153
17,2271500,,,,,53,3,6490
5,638000,2,,2,2,11,2,1032
33,500000,2,,2,1,3,1,1258
1,850000,1,,2,,1,1,761
1,1800000,1,1,2,1,1,1,1100
20,13000000,3,1,4,2,1,,4253
1,1250000,3,,2,,1,1,818
32,380000,3,,2,2,10,2,900
18,1800000,6,,6,,15,,2000
26,520000,3,,2,2,12,2,1074
14,130000,3,,2,,12,3,924
14,150000,3,,2,,12,3,924
15,880000,3,1,2,2,11,2,1590
34,4800000,5,1,5,4,8,2,4030
34,17600000,5,2,9,28,7,2,17500
34,15800000,5,2,7,6,7,1,8611
34,4600000,6,1,5,4,8,2,4000
11,10900000,5,2,7,6,2,,9600
34,3380000,5,1,5,4,32,,2349
34,3980000,4,2,6,4,4,,3600
21,720000,4,,2,2,3,2,1646
29,1900000,5,,4,,4,3,2938
1,1971043,2,,2,1,3,1,1159
1,1339833,1,,1,1,11,1,753
1,4700000,3,1,4,2,1,2,4206
7,12500000,13,,13,10,2,2,9838
1,2834000,2,2,3,1,1,1,1490
1,2022000,2,1,2,1,1,1,1325
1,2162000,2,1,2,1,1,1,1100
1,1900000,1,,1,1,1,1,890
11,1230000,2,,2,1,1,2,1040
27,438000,3,,2,1,10,2,935
27,,3,,2,2,11,2,1313
3,373000,1,,2,1,1,3,653
1,1500000,2,,2,1,10,1,1022
14,588000,2,1,3,1,11,2,1261
19,480000,3,,2,2,28,2,982
16,370000,3,,2,2,1,1,850
4,300000,3,,1,,5,2,645
4,620000,4,,2,1,12,,1476
17,1960000,3,,3,,1,2,1157
2,4000000,5,1,5,2,7,3,7718
37,830000,4,,3,3,6,2,22
4,530000,3,,3,,6,2,18
1,3800000,4,,4,1,1,1,2066
1,5854000,4,,3,,1,1,2600
22,1500000,3,1,4,,1,1,1610
11,1250000,4,1,4,,11,1,1650
11,1600000,3,1,3,,11,2,2456
11,1100000,3,1,3,,11,2,2036
11,899000,2,,2,,11,1,1070
13,765000,2,,2,,1,1,891
1,1250000,2,,,,1,1,915
11,1200000,2,,2,,1,1,932
11,2400000,3,1,,,11,,2973
11,1950000,3,1,4,,11,1,2025
2,6800000,6,1,7,,8,2,6000
60,879000,4,,3,2,17,2,2368
34,389999,1,,1,,10,1,500
34,868000,3,,2,1,10,1,1230
11,1050000,4,,4,2,11,2,2208
1,993000,1,1,1,1,14,1,662
14,812000,3,1,4,2,11,3,1250
53,443000,3,,2,1,37,2,1250
24,1180000,2,,1,,10,1,1070
14,2550000,4,1,6,4,11,3,3511
37,830000,4,,3,3,6,2,22
27,760000,3,,2,2,26,2,22
27,2200000,5,,6,,35,2,1540
16,850000,3,,3,2,14,1,1430
16,640000,2,1,2,2,10,1,1025
26,915000,4,,3,2,6,,1760
49,1300000,6,,4,,17,,2168
1,1510000,2,,2,1,1,1,1055
1,1450000,1,,1,1,1,1,764
1,3400000,3,1,3,4,1,1,2066
1,1300000,1,,1,2,1,2,925
24,1360000,1,,1,1,1,1,652
1,1205000,1,,1,1,1,1,636
14,743000,3,1,3,2,11,3,1088
11,2460000,4,1,5,3,3,2,3000
11,2300000,4,1,5,3,3,2,3000
62,12000000,8,1,10,,2,2,22000
4,485000,2,,2,1,1,1,719
37,2500000,5,,4,,9,4,7330
6,850000,3,,2,1,10,2,1022
1,3200000,4,1,5,3,27,2,3502
21,610000,3,,2,2,11,,1100
14,655000,3,,2,2,3,3,948
13,580000,1,1,1,,1,1,638
17,780000,1,,1,1,1,1,742
11,3000000,4,1,5,2,3,1,3729
11,3885500,4,,5,3,3,2,4090
32,500000,3,,2,1,12,,
2,350000,1,,1,,1,1,520
26,1600,3,,2,1,11,2,930
3,1090000,4,1,3,2,11,1,1832
21,625000,4,,2,1,3,2,1500
14,660000,3,1,4,2,3,3,1328
3,520000,3,,2,1,3,3,1100
11,1880000,5,,5,2,6,1,2447
43,450000,2,,1,1,11,1,
1,2308416,3,,3,,12,2,1535
1,1668400,1,,1,,1,1,776
1,2308416,3,,3,,12,2,1535
1,1841000,2,,2,,1,1,803
39,2000000,3,,2,1,10,2,1245
4,484000,3,,2,2,1,2,
4,459000,3,,2,,54,2,1470
26,950000,4,,2,4,26,2,2130
12,1650000,3,,3,,15,2,1920
19,1100000,3,1,2,2,12,2,1535
12,2250000,4,,4,3,23,2,1442
11,890000,3,,2,1,11,1,1280
18,4000000,5,2,8,4,23,2,12000
11,1000000,4,,3,1,11,1,1550
4,280000,3,,2,1,12,2,861
34,610000,3,,2,1,12,1,1100
21,599000,3,1,2,2,12,2,1473
29,638000,2,2,2,2,11,,1118
17,1200000,2,,2,1,1,2,915
5,620000,3,,2,2,3,2,1404
22,2450000,4,,2,2,6,3,1650
23,880000,3,1,2,,11,,1440
11,1190000,2,,1,2,14,1,926
11,965000,2,,2,1,10,1,932
19,680000,3,,2,1,3,2,1163
1,750000,2,1,2,,11,1,1500
21,458000,4,,2,2,12,2,1313
12,1500000,3,1,3,2,12,1,1572
31,520000,3,,2,1,12,1,1130
4,566100,3,,2,2,11,3,990
14,380000,3,,2,1,12,2,1100
1,1300000,3,1,4,,11,1,1750
4,730000,3,,2,2,11,,1137
4,470000,3,,2,2,11,3,1018
5,600000,3,,2,2,11,,1100
29,650000,3,,2,1,11,,1250
5,510000,1,1,1,1,1,,667
29,440000,1,,1,1,1,,578
5,620000,2,,2,2,1,,791
5,590000,,,,2,3,,1076
11,598000,1,,1,1,1,1,750
5,1300000,5,1,15,2,32,2,3630
26,748000,3,,2,2,26,2,22
26,680000,4,,3,2,6,2,22
31,2000,2,,2,1,1,1,964
4,270000,,,,,25,2,886
43,550000,3,,2,1,1,,1410
14,580000,2,,2,1,1,2,852
14,1600,2,1,2,1,1,2,852
14,680000,3,1,2,,1,,
16,2190000,5,,,4,4,,5000
23,988000,2,1,2,,11,,
11,600000,1,,1,1,1,1,462
13,728100,1,,1,1,1,2,647
14,750000,3,,2,,54,2,22
6,4800000,3,1,3,,2,2,8350
14,2000,2,,2,1,1,2,775
11,1420000,3,1,4,2,3,2,2002
5,765000,3,,2,,11,2,
11,2983000,4,2,6,,3,2,3729
11,6500000,6,1,6,,7,,
17,2150000,3,,3,1,14,2,1345
11,,5,1,5,,3,2,3671
17,1350000,2,,2,2,14,1,1076
9,4300000,4,,5,2,11,,3500
11,3500000,5,1,5,3,11,4,5693
19,395000,3,,2,,13,2,1062
14,350000,2,,2,1,11,1,764
5,2150000,4,1,4,3,1,2,2500
89,930000,4,,3,,17,2,1650
