Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
259,1296,1,2,380000,0,260,6,2.7,3141,1,1,0,0,,,26,-37.84368,144.99577,5,14887
260,3556,2,2,625000,1,260,6,0.7,3006,2,1,1,0,88,,18,-37.8281,144.96627,5,8400
262,11495,6,0,917000,1,16,6,20.8,3171,6,2,2,869,,,9,-37.93594,145.14674,4,7412
264,8229,4,0,632500,1,257,6,14,3021,4,2,2,592,,,3,-37.73084,144.78348,6,14042
264,2850,3,0,702000,3,222,6,14,3021,0,0,0,600,,,3,-37.72945,144.79592,6,14042
266,2024,2,2,701000,3,140,6,5,3182,2,1,0,0,107,1950,25,-37.86257,144.99161,5,13240
266,9642,4,0,1600000,4,82,6,5,3182,4,2,3,613,160,1910,25,-37.86667,144.98324,5,13240
267,12249,7,0,2000000,3,155,6,8.2,3041,7,3,4,608,355,1999,21,-37.73681,144.90587,6,3284
267,9899,4,0,1610000,1,53,6,8.2,3041,4,3,2,861,274,1955,21,-37.73154,144.92243,6,3284
267,8275,3,0,1742000,1,16,6,8.2,3041,3,2,3,697,,,21,-37.74057,144.92172,6,3284
267,9603,3,0,1016000,1,53,6,8.2,3041,3,2,1,304,,,21,-37.73456,144.91521,6,3284
270,12150,3,0,700000,3,213,6,10.5,3020,3,2,1,485,130,1950,3,-37.78703,144.84569,6,3755
270,12671,2,0,615000,3,16,6,10.5,3020,2,1,0,418,94,1940,3,-37.79595,144.83206,6,3755
272,11223,3,0,650000,4,260,6,10.5,3020,3,1,2,691,,,3,-37.78825,144.80099,6,6763
273,8151,5,0,2400000,4,73,6,10.2,3127,5,3,2,593,309,2016,28,-37.83199,145.10877,5,5457
273,7220,3,1,938000,1,106,6,10.2,3127,3,1,2,271,,,28,-37.8364,145.10609,5,5457
273,11480,4,0,2290000,2,73,6,10.2,3127,4,2,2,910,,,2,-37.82933,145.09642,5,5457
273,9262,3,0,1775000,0,106,6,10.2,3127,3,2,2,780,,,2,-37.81403,145.08968,5,5457
274,12483,3,0,659500,1,188,6,18,3037,3,2,4,665,,,3,-37.69969,144.7685,6,3640
275,8171,4,0,505000,3,188,6,18.4,3029,4,2,2,498,167,2010,30,-37.84267,144.65407,6,10160
275,8647,4,0,560000,3,203,6,18.4,3029,4,2,2,452,159,2009,30,-37.83851,144.6887,6,10160
277,5256,4,0,701000,1,184,6,15.5,3038,4,2,2,651,,,3,-37.70847,144.78413,6,5336
278,11622,4,0,2600000,1,106,6,15.5,3106,4,2,3,1330,,,15,-37.75343,145.11958,0,6202
278,11499,4,0,1205000,1,16,6,15.5,3106,4,2,2,646,167,1980,15,-37.75807,145.13478,0,6202
278,6326,5,0,1750000,0,196,6,15.5,3106,5,3,2,787,334,1990,15,-37.76873,145.15894,0,6202
278,6036,4,0,1350000,4,106,6,15.5,3106,4,2,2,1025,,1980,15,-37.75334,145.16655,0,6202
278,9988,5,0,2300000,0,196,6,15.5,3106,5,3,3,4001,,1995,15,-37.74508,145.15341,0,6202
278,8656,5,0,2330000,1,16,6,15.5,3106,5,2,2,862,,,15,-37.75571,145.15521,0,6202
279,8227,3,0,1350000,1,106,6,12.4,3107,3,2,3,725,,,15,-37.76616,145.11207,0,5420
279,10425,5,0,1410000,0,16,6,12.4,3107,5,2,2,648,250,1975,15,-37.77033,145.1214,0,5420
279,5827,3,0,1204000,1,196,6,12.4,3107,3,1,2,716,,,15,-37.77006,145.10429,0,5420
280,2561,3,0,610000,1,267,6,27,3154,3,1,0,1281,,,13,-37.863,145.30716,0,1690
281,12324,4,0,760000,0,260,6,15.3,3074,4,1,2,695,,,29,-37.67877,145.03656,2,7955
281,9930,3,0,670000,1,87,6,15.3,3074,3,2,2,541,121,1980,29,-37.67231,145.00556,2,7955
283,7272,3,2,1860000,1,216,6,4.1,3142,3,2,2,0,176,1930,26,-37.8404,145.01425,5,7217
283,13161,3,2,1400000,4,135,6,4.1,3142,3,2,2,0,,1975,26,-37.83725,145.01476,5,7217
283,11042,3,2,1350000,0,40,6,4.1,3142,3,2,1,187,133,1940,26,-37.84297,145.01819,5,7217
284,1725,4,0,2070000,0,155,6,4.3,3032,4,3,2,291,,,21,-37.77784,144.93482,6,1052
288,5950,3,0,865000,2,179,6,17.2,3133,3,1,2,603,,,28,-37.835,145.21086,0,4181
288,1543,4,0,980000,1,260,6,17.2,3133,4,2,0,539,192,1978,28,-37.83459,145.21264,0,4181
289,12928,4,0,950000,4,73,6,17.2,3133,4,2,2,660,,,28,-37.84902,145.18276,0,4280
290,7676,4,0,1295000,1,146,6,8.9,3084,4,2,2,702,,,0,-37.73226,145.09855,0,2698
296,1481,4,0,788800,1,16,6,14.5,3087,4,2,4,631,,,0,-37.7156,145.08875,2,2329
296,4069,3,0,900000,1,16,6,14.5,3087,3,2,2,280,,,0,-37.71147,145.08003,2,2329
296,11294,3,0,700000,1,152,6,14.5,3087,3,1,1,530,,,0,-37.70598,145.07713,2,2329
298,6648,4,0,455000,1,196,6,14.7,3030,4,1,4,534,101,1983,30,-37.88496,144.66332,6,16166
298,8508,3,0,483000,1,196,6,14.7,3030,3,1,2,569,,,30,-37.89118,144.65368,6,16166
298,5859,3,0,455000,1,257,6,14.7,3030,3,1,1,610,125,1980,30,-37.88632,144.67582,6,16166
299,3724,4,0,1276000,1,104,6,6.4,3012,4,2,1,323,130,1945,16,-37.79429,144.87412,6,5058
301,11362,3,0,700000,1,16,6,16.5,3049,3,2,4,673,,1980,11,-37.67558,144.8976,2,2474
301,2000,3,0,729000,1,155,6,16.5,3049,3,1,1,672,,,11,-37.6784,144.88797,2,2474
302,3686,4,0,1184000,1,32,6,16.7,3150,4,2,2,700,,,20,-37.91161,145.19694,4,7392
302,6762,4,0,1157000,0,16,6,16.7,3150,4,2,2,752,162,1971,20,-37.91212,145.1793,4,7392
302,3912,5,0,1100000,1,16,6,16.7,3150,5,2,2,672,237,1970,20,-37.91299,145.1767,4,7392
305,1833,4,0,2200000,1,222,6,6.8,3016,4,3,2,650,,,10,-37.85925,144.88761,6,6380
307,6219,2,0,865000,3,23,6,4.6,3181,2,2,0,70,,,26,-37.85143,144.98574,5,4380
309,4272,3,0,900000,4,152,6,25.2,3115,3,2,2,0,177,,15,-37.75912,145.28886,1,1328
310,10912,4,0,500000,3,257,6,27.2,3024,4,2,1,512,179,2005,30,-37.87959,144.60977,6,5262
313,502,4,0,1142000,0,155,6,6.3,3013,4,3,2,234,176,2012,16,-37.81961,144.88132,6,6543
313,8308,3,0,1100000,0,222,6,6.3,3013,3,1,6,732,,,16,-37.82252,144.87718,6,6543
313,7837,2,0,780000,1,222,6,6.3,3013,2,1,1,178,84,2013,16,-37.81481,144.88013,6,6543
313,3976,3,0,920000,0,239,6,6.3,3013,3,2,2,182,,,16,-37.81249,144.89531,6,6543
313,12567,2,2,500000,4,85,6,6.3,3013,2,1,1,0,85,,16,-37.81352,144.88311,6,6543
3,7789,4,0,655000,1,222,11,14,3021,4,3,3,531,,,3,-37.74373,144.77567,6,1899
7,9279,4,0,890000,1,15,11,11,3018,4,1,1,499,,,10,-37.86639,144.82625,6,5301
7,7992,4,0,935000,3,15,11,11,3018,4,2,2,629,180,1985,10,-37.86027,144.82073,6,5301
7,11445,3,1,815000,1,260,11,11,3018,3,2,2,159,130,2014,10,-37.86472,144.82929,6,5301
8,4819,3,2,440500,1,85,11,15.5,3028,3,1,1,205,,1990,10,-37.88995,144.78505,6,7630
9,8708,3,2,451500,3,15,11,9.4,3025,3,1,1,180,88,1965,10,-37.83648,144.86296,6,5132
12,5886,3,2,825000,0,139,11,4.3,3032,3,2,2,2905,164,2005,21,-37.78258,144.91694,6,6567
12,4583,2,2,425500,1,28,11,4.3,3032,2,1,1,1727,82,1960,21,-37.77341,144.9013,6,6567
12,5048,2,0,920000,4,155,11,4.3,3032,2,2,0,234,,1910,21,-37.78052,144.93002,6,6567
12,12599,3,1,762000,1,155,11,4.3,3032,3,1,1,0,,,21,-37.77261,144.92276,6,6567
12,8162,3,0,1306000,1,106,11,4.3,3032,3,1,0,199,126,1900,21,-37.77561,144.91695,6,6567
12,311,2,2,566000,1,155,11,4.3,3032,2,1,1,1017,,1972,21,-37.77226,144.90942,6,6567
14,1018,3,0,1420000,1,73,11,10.2,3147,3,1,1,726,130,1965,20,-37.86173,145.11074,5,2894
15,10040,3,1,805000,1,32,11,21.5,3195,3,2,2,0,164,2006,12,-38.02768,145.10187,4,2824
18,13059,4,0,934000,1,150,11,9.5,3034,4,2,1,581,163,1975,21,-37.76421,144.85594,6,4502
20,644,2,2,585000,0,135,11,6.4,3183,2,1,1,598,,,25,-37.87149,144.99746,5,2952
21,13237,3,0,2330000,1,106,11,7.9,3103,3,2,4,656,210,1970,2,-37.8079,145.09162,5,5682
22,777,3,1,1721000,1,73,11,9.7,3104,3,2,2,301,,1995,2,-37.79535,145.07131,5,7809
24,4989,3,0,650000,2,221,11,23.2,3153,3,1,2,787,,,17,-37.82737,145.2938,0,3598
24,3465,3,0,762000,1,196,11,23.2,3153,3,2,2,792,148,1980,17,-37.82809,145.29287,0,3598
30,167,4,0,1384000,1,82,11,13.8,3165,4,3,2,631,,,8,-37.9108,145.07908,5,10969
33,5444,3,0,1350000,3,161,11,13.4,3130,3,2,1,601,,,28,-37.81224,145.15594,0,5713
33,3454,3,0,1070000,1,106,11,13.4,3130,3,1,2,448,96,1950,28,-37.82956,145.13868,0,5713
33,3717,2,0,1500000,1,161,11,13.4,3130,2,1,1,1021,,,28,-37.83189,145.15785,0,5713
33,12135,3,0,1200000,0,140,11,13.4,3130,3,2,2,567,,,28,-37.81684,145.14992,0,5713
34,9215,6,0,1200000,4,161,11,13.4,3130,6,2,2,675,,,28,-37.80716,145.16504,0,2867
34,3383,3,0,1100000,1,161,11,13.4,3130,3,1,1,614,,,28,-37.81103,145.15917,0,2867
34,263,2,2,706000,1,98,11,13.4,3130,2,1,1,305,305,1940,28,-37.80906,145.15787,0,2867
37,6709,3,0,785000,1,267,11,25,3155,3,2,2,723,138,1980,13,-37.85284,145.26942,0,9704
37,995,4,0,950000,1,267,11,25,3155,4,2,4,2033,255,1970,13,-37.86669,145.29959,0,9704
41,10309,4,0,2800000,4,260,11,10.5,3186,4,3,2,498,226,1900,1,-37.90396,144.99126,5,10579
41,8185,1,2,290000,0,85,11,10.5,3186,1,1,1,0,35,1960,1,-37.9041,144.9993,5,10579
43,8135,3,0,570500,1,257,11,14,3047,3,1,1,640,92,1965,11,-37.68187,144.92421,2,4294
43,8168,4,0,631000,1,257,11,14,3047,4,2,2,696,158,1960,11,-37.68584,144.9315,2,4294
45,703,2,2,372100,3,260,11,6.4,3012,2,1,1,0,66,2000,10,-37.82212,144.84477,6,962
46,2938,4,0,1350000,4,155,11,5.2,3056,4,2,1,372,184,1920,23,-37.76166,144.95065,2,11918
46,9387,5,0,1300000,1,106,11,5.2,3056,5,2,0,479,,,23,-37.75915,144.96755,2,11918
46,5716,1,2,315000,0,243,11,5.2,3056,1,1,1,0,,,23,-37.77034,144.95334,2,11918
47,4372,2,1,702500,0,106,11,4,3057,2,2,1,65,78,2013,23,-37.76812,144.97414,2,5533
48,1147,1,2,275000,4,106,11,5.2,3055,1,1,1,1388,36,1970,23,-37.7684,144.94214,2,7082
48,5471,2,0,835000,4,155,11,5.2,3055,2,1,1,207,77,1950,23,-37.76221,144.94055,2,7082
51,9778,10,0,900000,0,196,11,12.1,3083,10,3,2,313,,2006,6,-37.71098,145.05381,2,10175
51,6286,3,0,710000,1,60,11,12.1,3083,3,1,1,540,142,1968,0,-37.70636,145.05462,2,10175
56,9452,3,0,1320000,1,140,11,14.7,3151,3,1,1,620,,,28,-37.85436,145.13827,0,4048
63,275,2,2,480000,4,22,11,10.1,3163,2,1,1,830,,,8,-37.88414,145.0528,5,7822
63,10579,3,0,1840000,1,196,11,10.1,3163,3,2,1,483,171,1920,8,-37.89204,145.06086,5,7822
63,10142,2,2,430000,4,196,11,10.1,3163,2,1,1,2048,68,1960,8,-37.88642,145.05979,5,7822
64,9422,3,0,525000,1,257,11,14.8,3023,3,1,1,400,,,19,-37.74254,144.74572,6,7719
65,5076,2,1,495000,1,163,11,31.2,3197,2,1,1,198,94,1980,12,-38.0796,145.13272,4,1989
66,1420,2,0,403500,1,90,11,34.9,3201,2,2,3,339,101,2009,7,-38.09665,145.17646,4,8060
68,2314,4,0,1550000,1,196,11,8.4,3145,4,2,1,642,,,8,-37.88512,145.04554,5,608
69,8934,1,2,361000,1,260,11,7.8,3161,1,1,1,60,53,1975,8,-37.87972,145.03351,5,6923
71,584,3,2,960000,1,106,11,11.7,3148,3,2,2,382,151,2000,20,-37.88304,145.0969,5,3582
77,600,3,2,696000,1,90,11,16.7,3168,3,1,2,259,,,20,-37.91735,145.13814,4,5837
77,6045,5,0,1115000,1,32,11,16.7,3168,5,2,2,590,,,20,-37.92304,145.10984,4,5837
77,7684,3,0,1950000,1,32,11,16.7,3168,3,1,2,734,,,20,-37.91583,145.13363,4,5837
78,9658,4,0,962000,1,35,11,17.5,3169,4,2,4,724,,,12,-37.93197,145.12219,4,4734
80,3899,3,0,900000,1,155,11,6.7,3058,3,1,0,227,102,1920,23,-37.75296,144.95967,2,11204
82,11032,1,2,365000,3,106,11,2,3066,1,1,0,0,46,1960,31,-37.79597,144.99108,2,4553
84,6450,2,1,310000,0,196,11,20.6,3064,2,1,1,38,114,2013,11,-37.57467,144.92229,2,15510
88,7754,3,0,662000,1,260,11,23,3136,3,1,1,396,120,1950,17,-37.79486,145.28674,0,11925
88,4586,3,2,625500,1,35,11,23,3136,3,1,2,397,,1950,17,-37.79795,145.2957,0,11925
92,3647,3,0,459000,1,257,11,14,3047,3,1,0,583,,1970,11,-37.67048,144.93992,2,2246
92,5306,3,0,420500,1,71,11,14,3047,3,1,1,650,,,11,-37.67506,144.93793,2,2246
93,6423,4,0,583000,3,163,11,24.7,3175,4,1,2,757,,,9,-37.97369,145.19714,4,10894
94,12768,3,0,618500,1,266,11,24.7,3175,3,1,2,540,,,9,-37.95661,145.2191,4,8322
94,6881,3,0,727000,1,35,11,24.7,3175,3,1,1,763,,,9,-37.95466,145.21193,4,8322
96,6134,3,0,535000,1,221,11,14.8,3023,3,1,0,675,,,3,-37.76496,144.77289,6,6388
97,929,3,0,560000,1,257,11,18,3037,3,2,2,543,153,1995,3,-37.7143,144.77096,6,2898
98,11308,4,0,860000,1,221,11,14.7,3030,4,2,2,663,,,3,-37.79215,144.76285,6,2276
101,3634,3,1,802000,1,32,11,22.2,3172,3,2,2,251,185,1998,12,-37.98146,145.11715,4,3940
101,6499,3,0,800000,1,196,11,22.2,3172,3,2,4,801,150,1980,12,-37.98596,145.13187,4,3940
101,9981,4,0,854000,1,196,11,22.2,3172,4,2,2,676,181,1975,12,-37.97936,145.13302,4,3940
104,6112,3,0,1735000,1,106,11,14.3,3109,3,1,2,725,,,15,-37.78707,145.15161,0,10999
105,11074,3,1,920000,1,16,11,16.1,3111,3,2,2,239,187,2007,15,-37.77323,145.18029,0,4790
105,2707,3,0,904000,1,73,11,16.1,3111,3,1,2,720,116,1960,15,-37.80349,145.19666,0,4790
107,9826,3,0,500000,1,88,11,28.8,3177,3,1,3,621,,1955,5,-37.98537,145.23505,4,3533
108,1288,3,0,1440000,1,146,11,8.9,3084,3,1,2,598,116,1955,0,-37.76093,145.056,0,1651
111,7477,3,2,900000,4,32,11,7.2,3185,3,2,2,0,,,8,-37.88472,145.00025,5,4898
112,711,2,2,540000,4,29,11,18,3095,2,1,1,132,,,24,-37.71513,145.15324,0,6990
112,8255,4,0,1054000,1,16,11,18,3095,4,3,2,791,230,1974,24,-37.71296,145.13773,0,6990
116,3755,4,0,625000,3,163,11,28.5,3802,4,2,2,669,165,1980,5,-37.96466,145.27006,4,8443
117,42,3,0,600000,1,127,11,19.6,3076,3,1,2,524,155,1970,29,-37.64273,145.03751,2,10926
117,12983,2,1,401500,1,127,11,19.6,3076,2,2,1,149,,,29,-37.6311,145.0232,2,10926
117,9022,3,0,630000,1,196,11,19.6,3076,3,2,2,388,127,2012,29,-37.62864,145.02265,2,10926
117,8581,4,0,1012000,1,100,11,19.6,3076,4,3,3,631,355,2009,29,-37.6246,145.01686,2,10926
117,183,4,0,565000,1,196,11,19.6,3076,4,2,2,548,110,1985,29,-37.64386,145.04817,2,10926
118,1111,2,2,502500,3,139,11,7.5,3040,2,1,1,0,62,1980,21,-37.7494,144.92096,6,9264
118,1266,3,0,1550000,1,155,11,7.5,3040,3,1,1,730,,,21,-37.74253,144.91753,6,9264
118,6988,2,2,420000,1,155,11,7.5,3040,2,1,1,0,,,21,-37.74444,144.92084,6,9264
119,4954,2,2,785000,1,155,11,8.2,3041,2,1,2,145,,,21,-37.73993,144.90271,6,1308
120,8294,3,0,1410000,0,106,11,7.5,3040,3,2,1,585,198,1950,21,-37.75374,144.88932,6,588
122,12986,3,0,750000,1,257,11,13.1,3060,3,1,1,724,,,23,-37.71097,144.97324,2,5070
123,9805,4,0,748888,1,196,11,24.8,3156,4,2,4,1014,280,1960,13,-37.88189,145.29148,0,10788
123,9190,4,0,850000,1,161,11,24.8,3156,4,2,1,738,148,1985,13,-37.89863,145.26708,0,10788
124,5191,1,2,490000,1,260,11,2.1,3065,1,1,1,0,57,2013,31,-37.80348,144.98257,2,5825
125,8739,1,2,381000,3,155,11,3.6,3068,1,1,1,454,,,31,-37.77869,144.98578,2,6244
125,12817,2,2,650000,4,155,11,3.6,3068,2,1,1,0,,,31,-37.78334,144.97782,2,6244
125,8180,3,0,1502000,1,155,11,3.6,3068,3,1,0,179,,,31,-37.7844,144.99005,2,6244
127,11205,3,0,878000,3,104,11,5.1,3011,3,2,2,163,,,16,-37.80069,144.88199,6,7570
127,3977,3,2,440000,1,104,11,5.1,3011,3,1,1,0,,,16,-37.79633,144.88526,6,7570
127,10080,2,2,395000,1,222,11,5.1,3011,2,1,1,0,73,1970,16,-37.79711,144.88825,6,7570
127,6270,2,0,991000,1,239,11,5.1,3011,2,1,1,318,106,1910,16,-37.79529,144.88453,6,7570
128,8001,4,0,945000,1,196,11,15.4,3131,4,2,2,294,194,2010,28,-37.85156,145.16923,0,4385
128,10375,2,0,1020000,1,196,11,15.4,3131,2,1,1,581,116.4,1970,28,-37.84207,145.17795,0,4385
128,4292,6,0,1234000,1,196,11,15.4,3131,6,3,2,579,,,28,-37.83508,145.16936,0,4385
129,1996,3,0,506000,1,8,11,38,3199,3,1,4,578,123,1984,7,-38.13743,145.16702,4,17055
129,10267,4,0,755000,1,196,11,38,3199,4,1,1,622,163,1960,7,-38.16146,145.12997,4,17055
133,5232,4,0,807000,1,194,11,45.9,3437,4,2,3,40468,,,14,-37.50929,144.56444,3,3376
133,299,3,0,426000,1,194,11,45.9,3437,3,1,1,412,103,1950,14,-37.49175,144.59565,3,3376
136,6970,2,2,540000,1,255,11,7.3,3146,2,1,1,0,77,1960,2,-37.85145,145.09107,5,10412
137,4581,2,2,960000,1,196,11,16.7,3150,2,1,1,229,101,1990,20,-37.87606,145.15951,0,15321
137,12008,5,0,1116500,1,90,11,16.7,3150,5,2,2,701,182.85,1960,20,-37.88902,145.16678,0,15321
140,668,2,2,610000,1,60,11,16.1,3088,2,1,1,168,,1985,0,-37.70801,145.10689,2,8524
140,9635,3,0,690000,1,60,11,16.1,3088,3,1,1,540,,,0,-37.71055,145.09594,2,8524
140,278,2,2,585000,1,60,11,16.1,3088,2,1,1,240,79,1965,0,-37.71254,145.09705,2,8524
140,8577,3,0,800000,1,29,11,16.1,3088,3,3,2,668,,1973,24,-37.69022,145.09414,2,8524
140,2370,4,0,800000,1,60,11,16.1,3088,4,2,2,626,169,1960,0,-37.70859,145.10464,2,8524
140,10529,3,0,896000,1,73,11,16.1,3088,3,2,1,653,130,1970,0,-37.71846,145.09689,2,8524
140,3771,3,0,1010000,1,29,11,16.1,3088,3,2,2,582,,,0,-37.71325,145.09532,2,8524
144,635,3,1,1660000,1,32,11,13.8,3188,3,2,2,478,,,1,-37.93297,144.99771,5,5454
144,2308,2,0,1960000,1,45,11,13.8,3188,2,1,2,697,,,1,-37.94423,145.00844,5,5454
147,389,3,1,1200000,4,161,11,5.3,3122,3,2,2,1089,,,2,-37.81432,145.03221,5,11308
147,508,2,2,670000,1,255,11,5.3,3122,2,1,0,0,,1980,2,-37.83108,145.0353,5,11308
147,10289,2,2,600000,3,73,11,5.3,3122,2,1,1,0,,2014,2,-37.82214,145.03288,5,11308
147,509,1,2,415000,1,155,11,5.3,3122,1,1,1,0,,,2,-37.81519,145.03153,5,11308
147,3034,3,2,1150000,1,135,11,5.3,3122,3,2,1,5259,119,2000,2,-37.81442,145.01531,5,11308
147,5882,3,0,1100000,1,135,11,5.3,3122,3,2,1,109,109.5,1999,2,-37.81442,145.01531,5,11308
150,626,2,2,525000,1,73,11,21.3,3135,2,1,1,0,80,1980,17,-37.82118,145.24138,0,3794
152,4630,2,1,650000,1,16,11,8.8,3081,2,1,1,140,107,2013,0,-37.74835,145.05042,0,2947
153,10480,2,0,580000,1,90,11,8.8,3081,2,1,2,498,75,1955,0,-37.73759,145.04236,0,2674
153,4227,2,0,820000,4,16,11,8.8,3081,2,1,1,721,,,0,-37.74371,145.04161,0,2674
155,5524,4,0,600000,0,16,11,18,3037,4,2,3,715,,1999,19,-37.69787,144.75082,6,5556
156,7355,3,0,536500,1,203,11,18.4,3029,3,2,4,578,129.7,1972,30,-37.87326,144.69103,6,13830
156,10446,3,0,541000,1,196,11,18.4,3029,3,1,2,623,,,30,-37.87386,144.69317,6,13830
156,11339,3,0,557000,3,85,11,18.4,3029,3,1,2,577,,1975,30,-37.88505,144.69423,6,13830
161,12716,2,0,1601000,1,92,11,7.8,3079,2,1,2,697,,,0,-37.77345,145.06098,0,1554
162,2356,3,0,559000,1,257,11,14,3047,3,1,2,604,,,11,-37.68599,144.91195,2,851
164,2924,3,0,930000,1,155,11,14.5,3036,3,2,2,847,,,3,-37.72286,144.83252,6,2339
165,1474,4,0,705000,0,28,11,15.5,3038,4,2,3,815,198,2000,3,-37.71757,144.81328,6,3656
165,8574,4,0,590000,4,28,11,15.5,3038,4,2,2,757,152,1980,3,-37.72483,144.8143,6,3656
166,10490,3,0,920000,3,155,11,11.7,3033,3,2,1,313,140,1960,21,-37.74214,144.86965,6,5629
166,9368,4,0,1100000,4,155,11,11.7,3033,4,4,2,500,267,2011,21,-37.73573,144.87531,6,5629
166,2671,3,0,840000,4,249,11,11.7,3033,3,1,2,575,138,1970,21,-37.74316,144.87894,6,5629
166,9324,3,0,860000,1,155,11,11.7,3033,3,1,1,568,,1960,21,-37.7465,144.8613,6,5629
169,4134,3,0,840000,1,30,11,3.4,3031,3,1,0,114,,,18,-37.78895,144.93351,2,5263
169,1618,2,2,535000,0,68,11,3.4,3031,2,2,1,0,110,1998,18,-37.79013,144.92359,2,5263
170,4928,3,0,1080000,1,135,11,5.4,3101,3,2,2,151,103,1960,2,-37.80509,145.05572,5,10331
172,6806,4,0,575000,1,260,11,25.2,3173,4,1,2,384,131,1975,9,-37.99318,145.15939,4,8459
175,9289,3,0,740000,1,196,11,12.1,3083,3,1,2,633,,,6,-37.71402,145.0314,2,1414
177,5543,4,0,1040000,1,196,11,23.3,3180,4,2,2,633,,,13,-37.88214,145.25058,0,2949
180,13229,4,0,795000,1,90,11,16.3,3075,4,2,2,499,,,29,-37.66641,144.98781,2,8279
180,10996,4,0,660000,1,90,11,16.3,3075,4,2,3,578,,,29,-37.66225,145.0116,2,8279
183,2942,2,0,1170000,1,23,11,6.4,3012,2,1,2,686,,,16,-37.78493,144.87968,6,3873
183,5046,3,0,930000,1,104,11,6.4,3012,3,1,4,545,116,1940,16,-37.78571,144.87346,6,3873
183,12219,2,1,650000,1,104,11,6.4,3012,2,2,1,279,104,2013,16,-37.78799,144.87515,6,3873
183,12072,3,1,702000,1,104,11,6.4,3012,3,2,2,189,131,2000,16,-37.78606,144.87205,6,3873
184,7084,2,2,575000,0,188,11,5.9,3144,2,1,1,0,,1999,26,-37.85557,145.03968,5,4675
186,796,2,1,675000,1,23,11,4.3,3032,2,1,2,198,,2009,16,-37.76703,144.88915,6,4918
186,9072,2,2,440000,4,255,11,4.3,3032,2,1,2,0,93,2003,16,-37.77117,144.88041,6,4918
188,2218,3,0,520000,1,193,11,17.4,3048,3,1,1,631,111,1960,11,-37.66004,144.92338,2,4704
188,1256,3,0,430000,1,16,11,17.4,3048,3,1,2,522,,,11,-37.64683,144.91106,2,4704
188,11681,4,0,570000,1,194,11,17.4,3048,4,2,2,665,665,,11,-37.64993,144.92955,2,4704
188,1511,3,0,520000,1,221,11,17.4,3048,3,1,2,798,128,1985,11,-37.65384,144.92272,2,4704
188,3244,4,0,515000,0,193,11,17.4,3048,4,3,0,653,122,1985,11,-37.65155,144.91912,2,4704
189,12677,2,2,387000,1,79,11,0,3000,2,1,0,0,47,2011,18,-37.81301,144.96924,2,17496
191,2238,3,0,341000,1,257,11,29.8,3338,3,2,4,578,,,19,-37.71432,144.57431,7,4718
191,2957,3,0,336000,1,260,11,29.8,3338,3,1,1,580,116,1975,19,-37.70153,144.57243,7,4718
191,5684,4,0,426000,1,194,11,29.8,3338,4,2,3,655,142,1975,19,-37.69548,144.56775,7,4718
194,3230,4,0,780000,3,260,11,25.9,3754,4,2,2,1037,,,29,-37.6017,145.09051,2,5812
196,9500,3,0,775500,1,90,11,17.9,3082,3,1,4,840,125,1980,29,-37.66919,145.06799,2,10529
196,2654,3,0,726000,1,127,11,17.9,3082,3,2,2,615,132,1982,29,-37.67519,145.06201,2,10529
196,10993,4,0,710000,1,196,11,17.9,3082,4,1,2,666,123,1985,29,-37.67626,145.0659,2,10529
197,5411,3,0,1045000,1,161,11,17.2,3132,3,2,2,401,,,28,-37.82835,145.19845,0,6871
200,4550,3,1,820000,1,29,11,16.2,3094,3,2,2,260,157,2010,0,-37.72394,145.12456,0,3891
200,11000,3,0,1301000,3,29,11,16.2,3094,3,2,2,636,,1980,0,-37.72198,145.12581,0,3891
202,10420,2,0,951000,1,155,11,6.2,3039,2,1,1,172,,1900,21,-37.7638,144.9089,6,6232
202,1770,4,0,1425000,1,106,11,6.2,3039,4,2,2,388,151,1890,21,-37.7685,144.91103,6,6232
203,940,3,1,935000,3,32,11,14.3,3189,3,2,2,280,109,1985,12,-37.94111,145.0431,5,2555
204,8038,3,0,637500,3,260,11,26.5,3138,3,1,1,609,,,32,-37.77293,145.30819,1,8280
204,6275,3,0,780000,0,90,11,26.5,3138,3,2,3,1469,,,32,-37.79335,145.30773,1,8280
207,9816,3,0,1800000,1,196,11,14.2,3149,3,2,2,747,,,20,-37.88256,145.12518,0,13366
207,6771,3,0,1700000,4,140,11,14.2,3149,3,1,2,862,,,20,-37.87662,145.13153,0,13366
207,9537,5,0,2248000,1,106,11,14.2,3149,5,5,2,729,398,2016,20,-37.86582,145.14824,0,13366
207,4297,3,0,1260000,0,32,11,14.2,3149,3,1,2,743,148.47,1960,20,-37.8958,145.11969,0,13366
208,6257,5,0,960000,1,196,11,18.8,3170,5,2,1,731,130,1965,20,-37.9298,145.16524,4,7113
209,3310,2,2,550000,0,73,11,10.1,3163,2,2,1,1039,,,8,-37.88519,145.06715,5,4442
209,13089,3,1,956000,1,255,11,10.1,3163,3,2,1,137,137,1994,8,-37.887,145.07303,5,4442
210,5979,3,0,620000,1,163,11,34.1,3805,3,2,2,668,,,5,-38.00908,145.30264,4,9376
210,4205,3,0,605000,3,168,11,34.1,3805,3,2,2,688,121,1990,5,-38.037,145.30862,4,9376
